sha256	retained_occurrences	retained_paths
cc48998e9595ec4e59a3aa53d6be9e55ecccb3cdc047e661ccd94fa99955d675	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/common.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/common.h
cc8a354ecbf09f5e490b643440a52d6a33118e04191e3ab8c6754e49aa03ed1b	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/riscv64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/riscv64/README.md
cea8a31cdac31aae7c62e02d8ee8b223d51fc8e48fd9f0059bed33e2e09476ac	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/aarch64/x2_v84a.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/aarch64/x2_v84a.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/aarch64/x2_v84a.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x2_v84a.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/aarch64/x2_v84a.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/aarch64/x2_v84a.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/aarch64/x2_v84a.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/aarch64/x2_v84a.h
cf3f258e98e21d3db85b6a543677c592e1bdc0cb9e88df647cd85ccd46b71b15	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/aarch64/src/arith_native_aarch64.h
d0812932f720ea634a8ffb4f0923f8b388256b2081e5944e0d0f65a7829081c8	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/reduce_avx2_asm.S
d1fab329b439fc6dd9c4234f3fe053e74b000d416e0f4e4464542813667f3750	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/debug.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/debug.h
d29ca53fe5a70fcc2dcb3227bff3d92c37e0c35f14f995635026effc7f612422	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/riscv64/src/rv64v_izetas.inc
d2ad03151e8671da73900559e1f22b61327209dcd748a2dbc1209a494439c7db	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/ntttobytes_avx2_asm.S
d3424467659425031ea4e0b5dba60b9708ab0fae8df0d3fb6e989e865ed85ed2	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/intt_native_aarch64/intt_native_aarch64_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/intt_native_x86_64/intt_native_x86_64_harness.c
d4d8734a33d4b91e4ff53955751943ba60ea89a3b9da94a1f8bd42f1b4ee9c86	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/api.h
d66aaf515aaff3da763ab7f636812e7444501f85d8441c4d1acb23fa4820de5e	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/riscv64/src/arith_native_riscv64.h
d7f625f1488f40ed5db555f3d4fa772a12c17b1b29e2922a539691184179d494	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S
dc389f0d1f8b677c37737608f706292f985e328bd72e668d1c974c8cfbf47793	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S
dce26ca356762c85fc1a3a529d488b00694a7c0a4c1cfc05cfdab76dd8c3377b	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/custom_fips202/tiny_sha3/sha3.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/custom_fips202/tiny_sha3/sha3.c
dee8b0da4ca812cf3e06ab1180ba5325fe5f2f59dc175be0a85f16bca795e52c	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/aarch64/src/ntt_aarch64_asm.S
df582b5462c592df89f0f8764af073acaa968086dc61e6c2d5cd6b12ac43c1b1	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/mlkem_native.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/mlkem_native.h
e1783332d6248856c4b53d4b777b50fd4ab0eab409ea1c2722ecfc7b6b8809ac	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/fips202/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/x86_64/src/keccakf1600_constants.c
e239f5d705fca7729e7838e836aa2fab814ddc4ffbaf7eeb73a32242b15d960d	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/kem.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/kem.h
e268e1eceee475df9deb5003601cdecc3fc32a5ddb2c6891bef36ac1c1ad172a	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/ntt_native_aarch64/ntt_native_aarch64_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/ntt_native_x86_64/ntt_native_x86_64_harness.c
e467153a7c219afa6bc9a1d3c96277ee06531464e330bcdb3b3f834c6ca84dec	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_frombytes/poly_frombytes_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_frombytes_native/poly_frombytes_native_harness.c
e5ddd2b144d4006bc515a7259dc85be96f2029bcff1ab8802e8aa683767adeb9	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/fips202/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/aarch64/src/keccakf1600_round_constants.c
ea76138bb7a1c0fb4d20784daed7eb84d7f8e815dfe19df4ddb2de80c0991397	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_getnoise_eta1_4x/poly_getnoise_eta1_4x_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_getnoise_eta1_4x_native/poly_getnoise_eta1_4x_native_harness.c
