retained_path	sha256	original_occurrences	omitted_occurrences	original_paths
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_RUNNER_20260726T024145Z.json	440c2d671de0d1ea43ca9e5eac46624b7bdb9d0a338cd9ce8c85871d9e680dff	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_RUNNER_20260726T024145Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_RUNNER_20260726T024145Z.json
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_RUNNER_20260726T024145Z.txt	ec43858f09852f99eb141b9783b10d9ce22f45eda843834d4afcdafe0406a830	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_RUNNER_20260726T024145Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_RUNNER_20260726T024145Z.txt
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SEMANTIC_RESULT_20260726T024145Z.json	3cb0168b67c52a3d184ef432c6b7f36799ca46317258d583d2de8eaeafcf8d85	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SEMANTIC_RESULT_20260726T024145Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_SEMANTIC_RESULT_20260726T024145Z.json
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SEMANTIC_STDERR_20260726T024145Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SEMANTIC_STDERR_20260726T024145Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_SEMANTIC_STDERR_20260726T024145Z.txt
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SEMANTIC_SUMMARY_20260726T024145Z.txt	c41c98a04fcff727fe56ddd84dbb3295434e4940f5ca35bb5bd14675d29e1ba7	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SEMANTIC_SUMMARY_20260726T024145Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_SEMANTIC_SUMMARY_20260726T024145Z.txt
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SOURCE_CAPTURE_20260726T024145Z.txt	894937d8fef157d46d52369693f5d4122d62aa3e64b28125571bcb86e2e14d06	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_SOURCE_CAPTURE_20260726T024145Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_SOURCE_CAPTURE_20260726T024145Z.txt
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_STRICT_RESULT_20260726T024145Z.json	14f10ffda0d5b130bce265995aaf703a8b1f6a07c671f74ba92e41ab0329958f	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_STRICT_RESULT_20260726T024145Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_STRICT_RESULT_20260726T024145Z.json
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_STRICT_STDERR_20260726T024145Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_STRICT_STDERR_20260726T024145Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_STRICT_STDERR_20260726T024145Z.txt
experiments/polycomp-d4/T04-quantizer-projection/00-projection-and-distortion/POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_STRICT_SUMMARY_20260726T024145Z.txt	f9ef4a222c0da41871b557fa5c427d37597e1e131297d423c74dbd3ff367f743	2	1	POLYCOMP_D4_T4_00A_BOOTSTRAP_PROJECTION_DISTORTION/T4_STRICT_SUMMARY_20260726T024145Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00A_PROJECTION_AND_DISTORTION/T4_STRICT_SUMMARY_20260726T024145Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY_20260726T024847Z.txt	b8770a6bdd084d27bafb47023959f5f245455be166fc081e5fe0700cafa71574	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY_20260726T024847Z.txt.sha256	a01bb3f4c9fd26477fa0294b23dcaf644c5c0a6292237684c7c0f6c7bed98d76	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY_20260726T024847Z.txt.sha256 | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY_20260726T024847Z.txt.sha256
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_LOOP_MAP_20260726T024847Z.txt	8d7460e3a2cb0f2305bad378fe7712105927c08ed45bb51a84e8dc8f4be55851	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_LOOP_MAP_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_LOOP_MAP_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_LOOP_REPORT_20260726T024847Z.txt	069388058d60ae0ff29f04ceab1d089bcae382d6dccf35cacbbf11d5751f66bf	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_LOOP_REPORT_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_LOOP_REPORT_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_PROPERTY_REPORT_20260726T024847Z.txt	6e80e97dc9acd6a7a98dfcccb10f590c10d5367161329756de07b4e0ea1433ff	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_PROPERTY_REPORT_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_PROPERTY_REPORT_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_RUNNER_20260726T024847Z.json	82ca6e6b3929e700c5a6d034aca8b44974273bb0757bfc8a6eeec629820b1e84	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_RUNNER_20260726T024847Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_RUNNER_20260726T024847Z.json
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_RUNNER_20260726T024847Z.txt	521198b78bc7deefebf0313c75bbf74242c49477bea8f87505a86c6fd8016456	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_RUNNER_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_RUNNER_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_20260726T024847Z.json	d6ecb94f8d3a5d7f6ee859507ceb4a4c18ab6db04612b187e89c3766df62edc4	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_20260726T024847Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_20260726T024847Z.json
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_STDERR_20260726T024847Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_STDERR_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_STDERR_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_SUMMARY_20260726T024847Z.txt	81f92638fc474970ae96c52a5a21490517357fa71f66c0917ba1cf85575aa299	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_SUMMARY_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_SEMANTIC_SUMMARY_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_20260726T024847Z.json	b553f6a93e16a63cd38e8429ab122b328fdfbe43c493a70a35d97d1e452e1259	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_20260726T024847Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_20260726T024847Z.json
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_STDERR_20260726T024847Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_STDERR_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_STDERR_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_SUMMARY_20260726T024847Z.txt	bd2b053238266b5a32df2b172542d94b6c15a5ed206377f1b7aadda38ad62903	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_SUMMARY_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_FIXED_STRICT_SUMMARY_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_LOOP_MAP_20260726T024847Z.txt	e90fcbcf3b7ae901bd92df57b57f8e72b24fc748a55d7b7f49282fc6da06d813	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_LOOP_MAP_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_LOOP_MAP_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_LOOP_REPORT_20260726T024847Z.txt	1c44cdf14378c18d854af0ddfb8ecbba76ae0941aab9e500c01f88967e1a500a	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_LOOP_REPORT_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_LOOP_REPORT_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_PROPERTY_REPORT_20260726T024847Z.txt	fdfef76f897115fe9ef83263a4dbfaec2ffefa4518c775880274f09153f31cf5	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_PROPERTY_REPORT_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_PROPERTY_REPORT_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_RUNNER_20260726T024847Z.json	373facd707d6b188f4db1a23bfb818047d843f236e3d6aebb2e795a2ac6c5f01	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_RUNNER_20260726T024847Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_RUNNER_20260726T024847Z.json
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_RUNNER_20260726T024847Z.txt	8d9c5ef423dea3df89c94507439825feed25037a97480f3f88621f4be65c53c9	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_RUNNER_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_RUNNER_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_20260726T024847Z.json	c38e4e47ab283457bd2c740b87cd70f2eb5a15a61243cccbb3b56d94ad75fafd	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_20260726T024847Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_20260726T024847Z.json
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_STDERR_20260726T024847Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_STDERR_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_STDERR_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_SUMMARY_20260726T024847Z.txt	eecaeb672dff000340f6e0cc9be4c0d531f29fc23249ae177432b8cf89cf46a6	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_SUMMARY_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_SEMANTIC_SUMMARY_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_20260726T024847Z.json	916af9b5cfdadd710a5e8700a5366c43aebf573edabad1cc6b626957f26d9252	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_20260726T024847Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_20260726T024847Z.json
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_STDERR_20260726T024847Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_STDERR_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_STDERR_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_SUMMARY_20260726T024847Z.txt	7b5a56b1d1aad7fee6bd51c59bcf505f4fe64ab1f556f2ea1244152f8e0d574d	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_SUMMARY_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_IDEMP_STRICT_SUMMARY_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_LOOP_MAP_20260726T024847Z.txt	e7484df72e3d059f5b7f8bd0e0cb941c29e61a8f311453e3276aa2714f6b5ae3	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_LOOP_MAP_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_LOOP_MAP_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_LOOP_REPORT_20260726T024847Z.txt	febf1e55e57750bdf68c76508b9c8c460be147aaa66b5ed22d2b91036798dfda	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_LOOP_REPORT_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_LOOP_REPORT_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_PROPERTY_REPORT_20260726T024847Z.txt	6ab4a0f20988b34fe21b2dd2cad77db412167224e5572aa92df3446f9fec9ba8	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_PROPERTY_REPORT_20260726T024847Z.txt | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_PROPERTY_REPORT_20260726T024847Z.txt
experiments/polycomp-d4/T04-quantizer-projection/01-witness-fixed-point-idempotence-and-locality/POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_RUNNER_20260726T024847Z.json	17c98c58fc0dada82810313a7561b4b9aa83b2b21feedff1a3981e00c4e50f93	2	1	POLYCOMP_D4_T4_00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_RUNNER_20260726T024847Z.json | POLYCOMP_D4_T4_00D_FINAL_FREEZE/POLYCOMP_D4_T4_FINAL_EVIDENCE_20260726T032519Z/campaign_stages/00B_WITNESS_FIXED_IDEMPOTENCE_LOCALITY/T4_LOCALITY_RUNNER_20260726T024847Z.json
