original_path	decision	sha256	retained_destination	canonical_original_path	reason
08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/verification_intent/PBCODEC_CV1_VERIFICATION_INTENT.md	OMIT_EXACT_MIRROR	befca621610706c9e9e59fae1a5cfb612f6e39868743905eeee6e51099ad9be6	experiments/poly-bytes-codec/00-campaign-setup/verification-intent/PBCODEC_CV1_VERIFICATION_INTENT.md	00_verification_intent/PBCODEC_CV1_VERIFICATION_INTENT.md	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz	OMIT_EXACT_MIRROR	41a1a7c652245cf6a0771cf8b2a31adb59f533b6bb5f31b6483f95117257f697	provenance/poly-bytes-codec/frozen-family-packages/harness-freeze/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz	PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz.sha256	OMIT_EXACT_MIRROR	e4435746732dabf1c95615d54c0d3f422566d3935ed4d0d4a16b70eecb5eb088	provenance/poly-bytes-codec/frozen-family-packages/harness-freeze/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz.sha256	PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/identity/M1_mutation_site.txt	OMIT_EXACT_MIRROR	899f1eb60489f5cc4f841d10d452363fff4503c89ed84327d28f3735148b1a43	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/M1_mutation_site.txt	07_INTEGRATION_MUTATION_HARDENING/identity/M1_mutation_site.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/identity/M2_mutation_site.txt	OMIT_EXACT_MIRROR	4168f24c8fe3d25c593696fc76358cf09633cec6401c5f40b36f90a20124c6ac	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/M2_mutation_site.txt	07_INTEGRATION_MUTATION_HARDENING/identity/M2_mutation_site.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/identity/MUTATION_ARTIFACTS.sha256	OMIT_EXACT_MIRROR	cb959d286e5cf56c58e1dfb9a2a701c06e48173585d4d09e5313675df3f831fb	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/MUTATION_ARTIFACTS.sha256	07_INTEGRATION_MUTATION_HARDENING/identity/MUTATION_ARTIFACTS.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/mutations/M1/acceptance.txt	OMIT_EXACT_MIRROR	3bc3bb55a9a96878bd169e301609f8219dc846235e024e4597c74e4af72c3370	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/acceptance.txt	07_INTEGRATION_MUTATION_HARDENING/results/M1/acceptance.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/mutations/M1/cbmc_result.xml	OMIT_EXACT_MIRROR	4abc303af9792c197a00289b29c94dd561fcc62d5f64cdb6a2637f92a9c7300e	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_result.xml	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_result.xml	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/mutations/M1/exact_status.tsv	OMIT_EXACT_MIRROR	5eccab3e26b2f9d97479d51e6c0d7ee6f4fa4f1b53e070e4ea5e265e32dfb3cf	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/exact_status.tsv	07_INTEGRATION_MUTATION_HARDENING/results/M1/exact_status.tsv	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/mutations/M2/acceptance.txt	OMIT_EXACT_MIRROR	936988f9a98fa751145ecd1403c95d6a40bd831ea945917cb68926c216164207	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/acceptance.txt	07_INTEGRATION_MUTATION_HARDENING/results/M2/acceptance.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/mutations/M2/cbmc_result.xml	OMIT_EXACT_MIRROR	eb7ae6ce702e78f75f8e161330d2f26a97e26c2e1afe8e4638f8e4dc54728e76	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/cbmc_result.xml	07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_result.xml	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/mutations/M2/exact_status.tsv	OMIT_EXACT_MIRROR	bbd1e8b76e879b4c71fb35615b963b1260ec72c943caaaa3233e6146fb6f9fc0	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/exact_status.tsv	07_INTEGRATION_MUTATION_HARDENING/results/M2/exact_status.tsv	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/nonvacuity/NV/cbmc_result.xml	OMIT_EXACT_MIRROR	bd14d093ba03dbdce675e523974140712e66819bf1c532edfa895628c59b4467	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/cbmc-result/cbmc_result.xml	05_direct_cbmc_results/NV/cbmc_result.xml	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/positive/P1/cbmc_result.xml	OMIT_EXACT_MIRROR	4db167df872e139471c6e25a51e054f9e89f6198335fae48627beb59a5d119e0	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/cbmc-result/cbmc_result.xml	05_direct_cbmc_results/P1/cbmc_result.xml	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/results/positive/P2/cbmc_result.xml	OMIT_EXACT_MIRROR	4ff977fd8098c587862f6a33cba40f58cd644d5cecdd69625c7e840003fa2aec	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/cbmc-result/cbmc_result.xml	05_direct_cbmc_results/P2/cbmc_result.xml	byte-identical mirror retained canonically; original remains in frozen ZIP
08_AUTHORITATIVE_CLOSURE_CANDIDATE/summary/PBCODEC_CV1_ALLOWED_CLAIM.md	RETAIN	0f91b1771de95054d6cde5c231d2ef2015ff7ba04174e5634b23ba7807094be1	experiments/poly-bytes-codec/campaign-closure/first-closure-candidate/summary/PBCODEC_CV1_ALLOWED_CLAIM.md	08_AUTHORITATIVE_CLOSURE_CANDIDATE/summary/PBCODEC_CV1_ALLOWED_CLAIM.md	primary campaign record or context-distinct evidence
08_AUTHORITATIVE_CLOSURE_CANDIDATE/summary/PBCODEC_CV1_CLOSURE_CANDIDATE_STATUS.txt	RETAIN	b9dd976c3baf022a5e3865d61c30a5eec3fdc07dc8cb0cba1247670b5d4c1a9a	experiments/poly-bytes-codec/campaign-closure/first-closure-candidate/summary/PBCODEC_CV1_CLOSURE_CANDIDATE_STATUS.txt	08_AUTHORITATIVE_CLOSURE_CANDIDATE/summary/PBCODEC_CV1_CLOSURE_CANDIDATE_STATUS.txt	primary campaign record or context-distinct evidence
08_AUTHORITATIVE_CLOSURE_CANDIDATE/summary/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	OMIT_EXACT_MIRROR	55a08df4f1132aaa8d3a243743cb2b1c0ce2a36a29b746e74069d36e192f9a45	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	07_INTEGRATION_MUTATION_HARDENING/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/SHA256_MANIFEST.txt	RETAIN	d5cdd95427b0eb8c56b6611b2dad34266fdf81a733a0d04a6867ab11fe9169dc	experiments/poly-bytes-codec/campaign-closure/review2-packaging-remediation/SHA256_MANIFEST.txt	09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/SHA256_MANIFEST.txt	primary campaign record or context-distinct evidence
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	RETAIN	0b7616e2435aa68c9536fef1122bbbb71f896eac38008288a413602abdfb76cb	experiments/poly-bytes-codec/campaign-closure/review2-packaging-remediation/SHA256_MANIFEST.txt.self.sha256	09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	primary campaign record or context-distinct evidence
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/NV/Makefile	OMIT_EXACT_MIRROR	bf06cd69768410d23d9daccd84e313fd15083772bbc6cc9d61bdd35ecb5e9ab3	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/harness/Makefile	01_harness_candidates/NV/Makefile	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/NV/pbcodec_cv1_nonvacuity_harness.c	OMIT_EXACT_MIRROR	0ba7b2763cd3a0d7c30746f026cf22b27f1e7130f238409245ce8763f90c33f8	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/harness/pbcodec_cv1_nonvacuity_harness.c	01_harness_candidates/NV/pbcodec_cv1_nonvacuity_harness.c	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P1/Makefile	OMIT_EXACT_MIRROR	f0b87f4ea58487fa8828169d90a2ea16aa03852dfbd492bbe4eb6f8736ffbb96	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/harness/Makefile	01_harness_candidates/P1/Makefile	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P1/pbcodec_cv1_p1_left_inverse_harness.c	OMIT_EXACT_MIRROR	04b6a7b4287d75f2badb9612b1738a4c7ac5d5d2ce316464145ccada183c25a6	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/harness/pbcodec_cv1_p1_left_inverse_harness.c	01_harness_candidates/P1/pbcodec_cv1_p1_left_inverse_harness.c	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P2/Makefile	OMIT_EXACT_MIRROR	4647f2300984bfcb84ae26197b0b5ca2547b6edf4131238d1e5501f48ad6ce82	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/harness/Makefile	01_harness_candidates/P2/Makefile	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P2/pbcodec_cv1_p2_right_inverse_harness.c	OMIT_EXACT_MIRROR	5d1d3146ab061fdfdbbd55dd9f967acaa211a109d578b11fe59ffb9e7bcb896e	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/harness/pbcodec_cv1_p2_right_inverse_harness.c	01_harness_candidates/P2/pbcodec_cv1_p2_right_inverse_harness.c	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	OMIT_EXACT_MIRROR	c38321229750daa8b38c713b6dcbb1e366b10409ee7dcb453b144dec65d446e0	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	OMIT_EXACT_MIRROR	1fd1f2a7f8c7232b79f2effad12039d0678c8a87cd447a7c81803b92b45e77b6	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	OMIT_EXACT_MIRROR	cf36984605a6696c5221577a7bee6aa3d907577d7d29edd3307d20c80a145ede	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt	OMIT_EXACT_MIRROR	2086c8560d46aabadd22fdfdb9b376affc893e0620e7633a3e1e15871d70ca45	experiments/poly-bytes-codec/campaign-closure/harness-freeze/SHA256_MANIFEST.txt	06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	OMIT_EXACT_MIRROR	de449d127d93edbbfe8df877f2933dd2df8213c6f7205a8170f99a4709c90ca8	experiments/poly-bytes-codec/campaign-closure/harness-freeze/SHA256_MANIFEST.txt.self.sha256	06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/NV/goto_binary.sha256	OMIT_EXACT_MIRROR	db8f6877dbf2e9ec36489ab6007026cf985d3d8692b9376754c4365dee222c56	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/goto_binary.sha256	03_goto_binding_repaired/NV/goto_binary.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/NV/harness_public_call_order.txt	OMIT_EXACT_MIRROR	f4fb7acba556e99c7bf1bd76cca0ef427c05b0be43515befc88f8c21e11279d7	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/harness_public_call_order.txt	03_goto_binding_repaired/NV/harness_public_call_order.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/NV/model_identity.txt	OMIT_EXACT_MIRROR	f3d3a8f4e12230c238be72e4618f2054b80ad544778118a2c8f966dccc293ff7	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/model_identity.txt	03_goto_binding_repaired/NV/model_identity.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/NV/relevant_loops.txt	OMIT_EXACT_MIRROR	e6db1cc682fbc4052a2ee620ac34daeda1c1060f54d2bff8d6d3853be35ef11a	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/relevant_loops.txt	03_goto_binding_repaired/NV/relevant_loops.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/NV/show_properties.txt	OMIT_EXACT_MIRROR	238f6b97ed7f335c7eae7f70d6a639631efbd3721f807e7bdeb0a30caf20e6cc	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/show_properties.txt	03_goto_binding_repaired/NV/show_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/NV/target_properties.txt	OMIT_EXACT_MIRROR	56e077bd2815a935c25eed60cddadc5b574ee35c64cd6a0c948547fc428c9c44	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/target_properties.txt	03_goto_binding_repaired/NV/target_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P1/goto_binary.sha256	OMIT_EXACT_MIRROR	261bb8a536a110cc541ed4d77b490fc5a4f654fd562b1438b9efc72cdb5d3153	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/goto_binary.sha256	03_goto_binding_repaired/P1/goto_binary.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P1/harness_public_call_order.txt	OMIT_EXACT_MIRROR	6458aa797f96566a029799dd30cc0e7999fc7aefb77c9c20c93e52cdd56360c2	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/harness_public_call_order.txt	03_goto_binding_repaired/P1/harness_public_call_order.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P1/model_identity.txt	OMIT_EXACT_MIRROR	cbfd4543bfa1cc1a889c3a6d96296e17dd17ef538da4268684a0ee5402f4a2d0	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/model_identity.txt	03_goto_binding_repaired/P1/model_identity.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P1/relevant_loops.txt	OMIT_EXACT_MIRROR	fb3386360b2ce9cf3cf32388aa340a62e68542bc4c16c613feb0d4d7172636f6	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/relevant_loops.txt	03_goto_binding_repaired/P1/relevant_loops.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P1/show_properties.txt	OMIT_EXACT_MIRROR	b123b0f8402dad442b37cf82a4512fb0ba6832426c211c6869cd8a6039a2eaf0	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/show_properties.txt	03_goto_binding_repaired/P1/show_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P1/target_properties.txt	OMIT_EXACT_MIRROR	6bafdc9f2301804e91a9ed425b9e498025310b17e2b3b99f7efaf22272453817	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/target_properties.txt	03_goto_binding_repaired/P1/target_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P2/goto_binary.sha256	OMIT_EXACT_MIRROR	862285023efe207886a88e40b3f8ad3bf1dbc2fe56578e0ac9c79cee00cfb307	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/goto_binary.sha256	03_goto_binding_repaired/P2/goto_binary.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P2/harness_public_call_order.txt	OMIT_EXACT_MIRROR	3b99a14ec758a7511dfd2e669e0caa29403487c01e57ce658a9f264c68b5436b	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/harness_public_call_order.txt	03_goto_binding_repaired/P2/harness_public_call_order.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P2/model_identity.txt	OMIT_EXACT_MIRROR	15c20e9ccad10866b65a1cf78e63c0b057e4398d333bab3dd459bf1812452c69	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/model_identity.txt	03_goto_binding_repaired/P2/model_identity.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P2/relevant_loops.txt	OMIT_EXACT_MIRROR	e38ce99fce5d0b2129cae31101ea151502216362854837b00575501ed40ca782	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/relevant_loops.txt	03_goto_binding_repaired/P2/relevant_loops.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P2/show_properties.txt	OMIT_EXACT_MIRROR	9a35eadd75d89194d90f8b5a489fe31a704d1bb4a8b5d6b5160633bfd49ed133	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/show_properties.txt	03_goto_binding_repaired/P2/show_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/P2/target_properties.txt	OMIT_EXACT_MIRROR	efc26048d3436f5f338d74e2060a0ee10ab73c3616d9a08f852475a4e983d22a	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/target_properties.txt	03_goto_binding_repaired/P2/target_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/identity/authoritative_source.sha256	OMIT_EXACT_MIRROR	13d325a740db811ab02d0a0cd1f3bd379598fdb214714638915f189119cdfbaf	experiments/poly-bytes-codec/00-campaign-setup/repaired-build-and-binding/source-and-artifact-identity/authoritative_source.sha256	04_identity/authoritative_source.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/identity/candidate_artifacts_repaired.sha256	OMIT_EXACT_MIRROR	ca2624fecd43c066427b91a73bb25559d81bb58eec9271c9e943228fc3b23b45	experiments/poly-bytes-codec/00-campaign-setup/repaired-build-and-binding/source-and-artifact-identity/candidate_artifacts_repaired.sha256	04_identity/candidate_artifacts_repaired.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/results/FULL_XML_RESULTS.sha256	OMIT_EXACT_MIRROR	2518ccea173f4f624393d2dacff32402fa7aa0e5187d186ee842aca8d44d112c	experiments/poly-bytes-codec/campaign-closure/harness-freeze/results/FULL_XML_RESULTS.sha256	06_HARNESS_FREEZE_CANDIDATE/results/FULL_XML_RESULTS.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/results/NV/cbmc_command.shellescaped.txt	OMIT_EXACT_MIRROR	b630e1771b3c1b9f99f802011d2f8ff7ca33282658dff00cdb8adf555b900fd0	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/cbmc-result/cbmc_command.shellescaped.txt	05_direct_cbmc_results/NV/cbmc_command.shellescaped.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/results/NV/cbmc_exit_code.txt	OMIT_EXACT_MIRROR	917df3320d778ddbaa5c5c7742bc4046bf803c36ed2b050f30844ed206783469	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_exit_code.txt	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_exit_code.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/results/NV/execution_status.txt	OMIT_EXACT_MIRROR	3d631f37ad5e5f889f2bca4eaee494947975c1d0dbf843aaa94991bc872548b6	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/cbmc-result/execution_status.txt	05_direct_cbmc_results/NV/execution_status.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/results/P1/cbmc_command.shellescaped.txt	OMIT_EXACT_MIRROR	4179ce8a1222abbd1b6cd96224503feeeabc5ff378b4c9191ada85f1f6ad45d8	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/cbmc-result/cbmc_command.shellescaped.txt	05_direct_cbmc_results/P1/cbmc_command.shellescaped.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/results/P1/cbmc_exit_code.txt	OMIT_EXACT_MIRROR	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.exit_code.txt	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/results/P1/execution_status.txt	OMIT_EXACT_MIRROR	0eca7398c81f6be0cca4cce5f88f9d3307b94f054075b6d0e93e933b5f8321d5	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/cbmc-result/execution_status.txt	05_direct_cbmc_results/P1/execution_status.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
