property_record_id,case_id,detail_file,status,principal_role,appendix_projection,historical_id,evidence_locator_id,rendering_basis
PR-C14-001,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 14: Montgomery Reduction: mlk_montgomery_reduce → item 1, “Independent-oracle refinement”.",MONT-T1.P1,LOC-C14-UA,appendix-ledger audited equation.
PR-C14-002,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 14: Montgomery Reduction: mlk_montgomery_reduce → item 2, “Exact Montgomery reconstruction”.",MONT-T1.P2,LOC-C14-UA,appendix-ledger audited equation.
PR-C14-003,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 14: Montgomery Reduction: mlk_montgomery_reduce → item 3, “Unique signed decomposition”.",MONT-T1.P3,LOC-C14-UA,Ledger-faithful rendered uniqueness relation.
PR-C14-004,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 14: Montgomery Reduction: mlk_montgomery_reduce → item 4, “Sharp signed output range”.",MONT-T1.P4,LOC-C14-UA,conservative rendered formalization.
PR-C14-005,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 14: Montgomery Reduction: mlk_montgomery_reduce → item 5, “Attainability of both output endpoints”.",MONT-T1.P5,LOC-C14-UA,conservative rendered formalization.
PR-C14-006,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T2.P1 resource-limited candidate,MONT-T2.P1,LOC-C14-UA,Appendix 2 / MONT-T2.P1 candidate relation.
PR-C14-007,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T2.P2 resource-limited candidate,MONT-T2.P2,LOC-C14-UA,Appendix 2 / MONT-T2.P2 candidate relation.
PR-C14-008,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T2.P3 resource-limited candidate,MONT-T2.P3,LOC-C14-UA,Retained MONT-T2.P3 candidate relation with both equal-low-word consequences: divisibility of b-a by R and the exact affine output-difference relation. Status remains resource-limited inconclusive.
PR-C14-009,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T2.P4 resource-limited candidate,MONT-T2.P4,LOC-C14-UA,Appendix 2 / retained MONT-T2.P4 candidate relation; fibre premise made explicit.
PR-C14-010,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T2.P5 resource-limited candidate,MONT-T2.P5,LOC-C14-UA,Appendix 2 / retained MONT-T2.P5 candidate relation; legal-domain premise made explicit.
PR-C14-011,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T3.P1 resource-limited candidate,MONT-T3.P1,LOC-C14-UA,Conservative formalisation of the retained MONT-T3.P1 independent Montgomery-product candidate; equality is between canonical residue representatives.
PR-C14-012,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T3.P2 resource-limited candidate,MONT-T3.P2,LOC-C14-UA,Appendix 2 / retained MONT-T3.P2 normalised commutativity candidate.
PR-C14-013,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T3.P3 resource-limited candidate,MONT-T3.P3,LOC-C14-UA,"Retained MONT-T3.P3 zero-annihilation equations plus a named normalised zero-product reflection sub-obligation. The surviving source does not reproduce the reflection algebra, so no formula is reconstructed."
PR-C14-014,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T3.P4 resource-limited candidate,MONT-T3.P4,LOC-C14-UA,Conservative formalisation of Appendix 2 / retained MONT-T3.P4 Montgomery-one candidate.
PR-C14-015,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T3.P5 resource-limited candidate,MONT-T3.P5,LOC-C14-UA,Conservative formalisation of the retained MONT-T3.P5 normalised distributivity candidate.
PR-C14-016,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T3.P6 resource-limited candidate,MONT-T3.P6,LOC-C14-UA,Conservative formalisation of the retained MONT-T3.P6 normalised associativity candidate.
PR-C14-017,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T4.P1 resource-limited candidate,MONT-T4.P1,LOC-C14-UA,Conservative formalisation of Appendix 2 / retained MONT-T4.P1 de-Montgomery round-trip candidate.
PR-C14-018,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T4.P2 resource-limited candidate,MONT-T4.P2,LOC-C14-UA,Conservative formalisation of Appendix 2 / retained MONT-T4.P2 residue-vector preservation candidate.
PR-C14-019,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T4.P3 resource-limited candidate,MONT-T4.P3,LOC-C14-UA,Conservative formalisation of Appendix 2 / retained MONT-T4.P3 residue-vector reflection candidate.
PR-C14-020,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T4.P4 resource-limited candidate,MONT-T4.P4,LOC-C14-UA,Appendix 2 / retained MONT-T4.P4 candidate relation.
PR-C14-021,14,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_14_MONTGOMERY_REDUCTION.md,RESOURCE_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 14 → MONT-T4.P5 resource-limited candidate,MONT-T4.P5,LOC-C14-UA,Appendix 2 / retained MONT-T4.P5 coefficient-locality candidate relation.
PR-SA-ADD-001,SA-ADD,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_ADDITION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Addition → item 1, “Common-addend difference invariance”.",SA-ADD-T1.P1,LOC-SA-ADD,direct rendering of ledger relation.
PR-SA-ADD-002,SA-ADD,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_ADDITION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Skill-Available Addition → item 2, “Equality preservation and reflection under common addition”.",SA-ADD-T1.P2,LOC-SA-ADD,direct rendering of ledger relation.
PR-SA-ADD-003,SA-ADD,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_ADDITION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Addition → item 3, “Disjoint-support decomposition”.",SA-ADD-T2.P1,LOC-SA-ADD,appendix-ledger audited equation.
PR-SA-SUB-001,SA-SUB,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_SUBTRACTION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Subtraction → item 1, “Difference reversal”.",SA-SUB-T1.P1,LOC-SA-SUB,appendix-ledger audited equation.
PR-SA-SUB-002,SA-SUB,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_SUBTRACTION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Subtraction → item 2, “Sequential subtraction aggregation”.",SA-SUB-T2.P1,LOC-SA-SUB,appendix-ledger audited equation.
PR-SA-BR-001,SA-BR,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_BARRETT.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Barrett Reduction → item 1, “Sign conjugacy”.",SA-BR-T1.P1,LOC-SA-BR,direct rendering of ledger relation.
PR-SA-BR-002,SA-BR,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_BARRETT.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Barrett Reduction → item 2, “Quotient reversal”.",SA-BR-T1.P2,LOC-SA-BR,conservative rendered formalization.
PR-SA-BR-003,SA-BR,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_BARRETT.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Barrett Reduction → item 3, “Centred-addition closure with one correction”.",SA-BR-T2.P1,LOC-SA-BR,appendix-ledger audited equation.
PR-SA-ZERO-001,SA-ZERO,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_ZEROISATION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Zeroisation → item 1, “Whole-object secret-history convergence”.",SA-ZERO-T1.P1,LOC-SA-ZERO,appendix-ledger audited equation.
PR-SA-ZERO-002,SA-ZERO,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/SKILL_AVAILABLE_ZEROISATION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Skill-Available Zeroisation → item 2, “Recovery after recontamination and re-wipe”.",SA-ZERO-T2.P1,LOC-SA-ZERO,conservative rendered formalization.
