property_record_id,case_id,condition,target,historical_id,approved_property_name,property_class,source_revision,parameter_set,input_domain,assumptions_and_grounding,formal_relation,assertion_or_harness_mapping,result,target_reachability,assumption_feasibility,nonvacuity_evidence,mutation_status,strongest_bounded_conclusion,explicit_exclusion,evidence_locator_id,evidence_path_hint,evidence_completeness,archive_name_resolved,archive_sha256,archive_evidence_path,archive_entry_sha256,archive_resolution_status,archive_candidate_count,resolved_public_evidence_path,public_evidence_sha256,public_path_resolution_status,public_path_candidate_count
PR-C11-011,11,UNASSISTED,mlk_poly_frombytes,PFB-T4.P2,Raw-polynomial decoding identity,Raw deserialization/representation,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"Arbitrary 384-byte input, or raw 12-bit coefficient domain 0..4095 for reverse direction","Valid, separately modelled objects unless an alias diagnostic explicitly states otherwise; unchanged production target; complete registered loop unwinding.",D(E_raw(p))=p for every coefficient array with values 0..4095,PFB T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,Selected routing/inversion mutants killed,The named raw 12-bit unpacking or inversion relation is supported.,Not general modulo-q canonicalization of arbitrary byte strings.,LOC-C11-UA,ALL VERIFICATION COMPELETED SUMMARY/PFB_MLK_POLY_FROMBYTES_COMPLETE_A_TO_Z_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/PFB_MLK_POLY_FROMBYTES_COMPLETE_A_TO_Z_REPORT.md,b9da14869c7b7ad44a4e252d505adc5303b55e047c6d6e16989cddd083292619,RESOLVED,1,reports/PFB_MLK_POLY_FROMBYTES_COMPLETE_A_TO_Z_REPORT.md,b9da14869c7b7ad44a4e252d505adc5303b55e047c6d6e16989cddd083292619,RESOLVED_HASH_MATCH,1
PR-C12-001,12,UNASSISTED,mlk_poly_tobytes <-> mlk_poly_frombytes (PBCODEC-CV1),PBCODEC-CV1.P1,Canonical polynomial round trip,Direct cross-function composition,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,Canonical polynomial coefficients 0..3328,"Valid, separately modelled objects unless an alias diagnostic explicitly states otherwise; unchanged production target; complete registered loop unwinding.",frombytes(tobytes(p))=p,PBCODEC direct real-wrapper composition assertion,SUPPORTED,YES,YES,SUPPORTED,Bridge mutant rejected,Direct production serialization then deserialization preserves canonical polynomials.,Not a universal relation for non-canonical polynomials.,LOC-C12-UA,ALL VERIFICATION COMPELETED SUMMARY/PBCODEC_CV1_COMPLETE_A_TO_Z_TECHNICAL_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/PBCODEC_CV1_COMPLETE_A_TO_Z_TECHNICAL_RECORD.md,9472be19e41dc9fbaeffdf91dbbbafe5b4665ccf80cb077f3efdf99872190d96,RESOLVED,1,reports/PBCODEC_CV1_COMPLETE_A_TO_Z_TECHNICAL_RECORD.md,9472be19e41dc9fbaeffdf91dbbbafe5b4665ccf80cb077f3efdf99872190d96,RESOLVED_HASH_MATCH,1
PR-C12-002,12,UNASSISTED,mlk_poly_tobytes <-> mlk_poly_frombytes (PBCODEC-CV1),PBCODEC-CV1.P2,Canonical-image byte round trip,Direct cross-function composition,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,Byte arrays in the canonical encoder image,"Valid, separately modelled objects unless an alias diagnostic explicitly states otherwise; unchanged production target; complete registered loop unwinding.",tobytes(frombytes(b))=b,PBCODEC direct real-wrapper composition assertion,SUPPORTED,YES,YES,SUPPORTED,Bridge mutant rejected,Direct production deserialization then serialization preserves canonical-image byte arrays.,Not a bijection over arbitrary 384-byte strings.,LOC-C12-UA,ALL VERIFICATION COMPELETED SUMMARY/PBCODEC_CV1_COMPLETE_A_TO_Z_TECHNICAL_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/PBCODEC_CV1_COMPLETE_A_TO_Z_TECHNICAL_RECORD.md,9472be19e41dc9fbaeffdf91dbbbafe5b4665ccf80cb077f3efdf99872190d96,RESOLVED,1,reports/PBCODEC_CV1_COMPLETE_A_TO_Z_TECHNICAL_RECORD.md,9472be19e41dc9fbaeffdf91dbbbafe5b4665ccf80cb077f3efdf99872190d96,RESOLVED_HASH_MATCH,1
PR-C13-001,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T1.R2,Arbitrary-context malformed-field rejection,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,"If a selected encoded field is in [3329,4095], check_pk returns rejection or OOM; every other byte and seed byte arbitrary",PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-002,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T1R2.INDEX_BYTE_BOUND,Malformed-field byte-index bound,Supporting functional control,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,ML-KEM-768 public-key layout and registered selected coefficient index,Frozen layout assertions; arbitrary surrounding public-key context; non-OOM result interpretation,Every byte accessed to inject the selected malformed field lies within the polynomial-vector prefix.,T1-R2 named support assertion,SUPPORTING_CONTROL,YES,YES,SUPPORTED,T1-R2 control-specific; see case package,The malformed-rejection construction is well-formed and bound to the intended field.,Supporting construction control; not the final accept/reject relation by itself.,LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-003,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T1R2.INDEX_PAIR_BOUND,Malformed-field pair-index bound,Supporting functional control,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,ML-KEM-768 public-key layout and registered selected coefficient index,Frozen layout assertions; arbitrary surrounding public-key context; non-OOM result interpretation,The selected malformed coefficient maps to a valid packed pair within the polynomial-vector field.,T1-R2 named support assertion,SUPPORTING_CONTROL,YES,YES,SUPPORTED,T1-R2 control-specific; see case package,The malformed-rejection construction is well-formed and bound to the intended field.,Supporting construction control; not the final accept/reject relation by itself.,LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-004,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T1R2.ORACLE_PACKING,Malformed-field oracle packing,Supporting functional control,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,ML-KEM-768 public-key layout and registered selected coefficient index,Frozen layout assertions; arbitrary surrounding public-key context; non-OOM result interpretation,The constructed packed field decodes to the selected noncanonical value while preserving the unrelated nibble and arbitrary surrounding context.,T1-R2 named support assertion,SUPPORTING_CONTROL,YES,YES,SUPPORTED,T1-R2 control-specific; see case package,The malformed-rejection construction is well-formed and bound to the intended field.,Supporting construction control; not the final accept/reject relation by itself.,LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-005,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T1.R3,Canonical-field acceptance,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,"If all 768 encoded fields are in [0,3328], check_pk returns acceptance or OOM; seed arbitrary",PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-006,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T2.P1,First-input frame,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,first public-key input object unchanged,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-007,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T2.P2,Second-input frame,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,second compared input object unchanged,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-008,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T2.P3,Red-zone preservation,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,registered red-zone bytes unchanged,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-009,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T2.P4,Two-call seed noninterference,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,changing only seed bytes does not change the two-call result relation,PKCHECK T1–T4 selected assertion marker,ABSTRACTION_LIMITED_INCONCLUSIVE,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The relation remained unresolved because the lower abstraction did not supply the required two-run relational guarantee.,The counterexample is not evidence of a production-code defect.,LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-010,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T3.P1,Prefix-only read footprint,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,concrete target reads only the registered MLKEM_POLYVECBYTES prefix under the contract-backed lower model,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-011,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T4.P1,Caller guard call-count,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,mlk_enc_derand caller invokes check_pk at most once in the registered stubbed context,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-012,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T4.P2,Caller result split,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,caller follows registered return split for accepted/rejected/OOM check result,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-013,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T4.P3,Ciphertext frame on rejected guard path,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,ciphertext obeys registered frame condition,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-014,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T4.P4,Shared-secret frame on rejected guard path,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,shared-secret obeys registered frame condition,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
PR-C13-015,13,UNASSISTED,mlk_kem_check_pk,PKCHECK-T4.P5,Public-key frame in caller guard,Validation/frame/footprint,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768,"ML-KEM-768 encoded public-key objects under the property-specific actual-body, contract-backed or stub-backed model",Model boundary is stated per property; production checker unchanged,public key unchanged,PKCHECK T1–T4 selected assertion marker,SUPPORTED,YES,YES,SUPPORTED; counterexample retained for T2.P4,Property-specific selected mutants,The local validation/frame/footprint/caller relation is supported.,"Not honest key generation, key-pair consistency or complete cryptographic validity.",LOC-C13-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED,1,reports/MLK_KEM_CHECK_PK_CBMC_CAMPAIGN_A_TO_Z_2026-07-30.md,29e473750b6f5d66fbd650bd4c48bb8cd6333a2fd07d54bbd5e558aab92b3cf6,RESOLVED_HASH_MATCH,1
