cbmc_property_id,cbmc_status,cbmc_property_type,cbmc_description,matched_candidate_property_id,matched_candidate_property_type,match_score,mapping_status,related_critic_issue_count,related_critic_issues
mlk_poly_mulcache_compute_c.pointer_dereference.4,SUCCESS,pointer_safety,line 284 dereference failure: dead object in a->coeffs,P3,memory_safety,0.308,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.5,SUCCESS,pointer_safety,line 284 dereference failure: pointer outside object bounds in a->coeffs,P3,memory_safety,0.4,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.6,SUCCESS,pointer_safety,line 284 dereference failure: invalid integer address in a->coeffs,P3,memory_safety,0.214,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.7,SUCCESS,pointer_safety,line 284 dereference failure: pointer NULL in x->coeffs,P17,functional_correctness,0.308,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.8,SUCCESS,pointer_safety,line 284 dereference failure: pointer invalid in x->coeffs,P4,array_bounds,0.231,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.9,SUCCESS,pointer_safety,line 284 dereference failure: deallocated dynamic object in x->coeffs,P4,array_bounds,0.214,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.10,SUCCESS,pointer_safety,line 284 dereference failure: dead object in x->coeffs,P4,array_bounds,0.231,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.11,SUCCESS,pointer_safety,line 284 dereference failure: pointer outside object bounds in x->coeffs,P4,array_bounds,0.333,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.12,SUCCESS,pointer_safety,line 284 dereference failure: invalid integer address in x->coeffs,P4,array_bounds,0.143,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.array_bounds.6,SUCCESS,bounds_safety,line 287 array.coeffs dynamic object upper bound in x->coeffs[(signed long int)((unsigned int)2 * i + (unsigned int)1)],P4,array_bounds,0.381,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.overflow.9,SUCCESS,integer_overflow,line 287 arithmetic overflow on unsigned * in (unsigned int)2 * i,P6,integer_overflow,0.538,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.overflow.10,SUCCESS,integer_overflow,line 287 arithmetic overflow on unsigned + in (unsigned int)2 * i + (unsigned int)1,P6,integer_overflow,0.5,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.19,SUCCESS,pointer_safety,line 287 dereference failure: pointer NULL in x->coeffs,P4,array_bounds,0.231,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.20,SUCCESS,pointer_safety,line 287 dereference failure: pointer invalid in x->coeffs,P4,array_bounds,0.231,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.21,SUCCESS,pointer_safety,line 287 dereference failure: deallocated dynamic object in x->coeffs,P4,array_bounds,0.214,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.22,SUCCESS,pointer_safety,line 287 dereference failure: dead object in x->coeffs,P4,array_bounds,0.231,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.23,SUCCESS,pointer_safety,line 287 dereference failure: pointer outside object bounds in x->coeffs,P4,array_bounds,0.333,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.24,SUCCESS,pointer_safety,line 287 dereference failure: invalid integer address in x->coeffs,P4,array_bounds,0.143,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.array_bounds.4,SUCCESS,bounds_safety,line 288 array.coeffs dynamic object upper bound in a->coeffs[(signed long int)((unsigned int)4 * i + (unsigned int)3)],P4,array_bounds,0.35,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.array_bounds.5,SUCCESS,bounds_safety,line 288 array 'mlk_zetas' upper bound in mlk_zetas[(signed long int)((unsigned int)64 + i)],P4,array_bounds,0.294,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.overflow.5,SUCCESS,integer_overflow,line 288 arithmetic overflow on unsigned * in (unsigned int)4 * i,P6,integer_overflow,0.462,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.overflow.6,SUCCESS,integer_overflow,line 288 arithmetic overflow on unsigned + in (unsigned int)4 * i + (unsigned int)3,P6,integer_overflow,0.429,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.overflow.7,SUCCESS,integer_overflow,line 288 arithmetic overflow on unsigned + in (unsigned int)64 + i,P6,integer_overflow,0.462,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.overflow.8,SUCCESS,integer_overflow,line 288 arithmetic overflow on signed unary minus in -((signed int)mlk_zetas[(signed long int)((unsigned int)64 + i)]),P6,integer_overflow,0.389,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.13,SUCCESS,pointer_safety,line 288 dereference failure: pointer NULL in a->coeffs,P3,memory_safety,0.308,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.14,SUCCESS,pointer_safety,line 288 dereference failure: pointer invalid in a->coeffs,P3,memory_safety,0.308,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.15,SUCCESS,pointer_safety,line 288 dereference failure: deallocated dynamic object in a->coeffs,P3,memory_safety,0.286,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.16,SUCCESS,pointer_safety,line 288 dereference failure: dead object in a->coeffs,P3,memory_safety,0.308,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.17,SUCCESS,pointer_safety,line 288 dereference failure: pointer outside object bounds in a->coeffs,P3,memory_safety,0.4,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_mulcache_compute_c.pointer_dereference.18,SUCCESS,pointer_safety,line 288 dereference failure: invalid integer address in a->coeffs,P3,memory_safety,0.214,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_ntt_c.overflow.1,SUCCESS,integer_overflow,line 442 arithmetic overflow on unsigned + in layer + 1u,P6,integer_overflow,0.417,matched_candidate,0,[]
mlk_poly_reduce_c.overflow.1,SUCCESS,integer_overflow,line 194 arithmetic overflow on unsigned + in i + 1u,P6,integer_overflow,0.5,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_reduce_c.array_bounds.1,SUCCESS,bounds_safety,line 201 array.coeffs dynamic object upper bound in r->coeffs[(signed long int)i],P4,array_bounds,0.444,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_reduce_c.pointer_dereference.1,SUCCESS,pointer_safety,line 201 dereference failure: pointer NULL in r->coeffs,P4,array_bounds,0.308,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_reduce_c.pointer_dereference.2,SUCCESS,pointer_safety,line 201 dereference failure: pointer invalid in r->coeffs,P4,array_bounds,0.385,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_reduce_c.pointer_dereference.3,SUCCESS,pointer_safety,line 201 dereference failure: deallocated dynamic object in r->coeffs,P4,array_bounds,0.286,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_reduce_c.pointer_dereference.4,SUCCESS,pointer_safety,line 201 dereference failure: dead object in r->coeffs,P4,array_bounds,0.308,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_reduce_c.pointer_dereference.5,SUCCESS,pointer_safety,line 201 dereference failure: pointer outside object bounds in r->coeffs,P4,array_bounds,0.4,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_reduce_c.pointer_dereference.6,SUCCESS,pointer_safety,line 201 dereference failure: invalid integer address in r->coeffs,P4,array_bounds,0.214,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_reduce_c.array_bounds.2,SUCCESS,bounds_safety,line 203 array.coeffs dynamic object upper bound in r->coeffs[(signed long int)i],P4,array_bounds,0.5,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_poly_reduce_c.pointer_dereference.7,SUCCESS,pointer_safety,line 203 dereference failure: pointer NULL in r->coeffs,P24,equation_conformance,0.385,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_reduce_c.pointer_dereference.8,SUCCESS,pointer_safety,line 203 dereference failure: pointer invalid in r->coeffs,P24,equation_conformance,0.385,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_poly_reduce_c.pointer_dereference.9,SUCCESS,pointer_safety,line 203 dereference failure: deallocated dynamic object in r->coeffs,P4,array_bounds,0.286,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
